2.308768020756113426e-02 1.671577349432601389e-01 7.375189810782584843e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.217778651056804759e-02 1.684806817895285469e-01 7.375162828225060530e+00 -6.757299992850884004e-04 -1.798006063511217983e-04 -7.825484918200739952e-05
2.086492138739072869e-02 1.694370330941548930e-01 7.375146039522118890e+00 -1.842336740369045775e-03 -3.679398331187637709e-04 -2.521961295015415932e-04
1.792588670955191227e-02 1.701472958825815118e-01 7.375140792628007702e+00 -2.833668909641194091e-03 -3.994031117221305679e-04 -3.800253761782893458e-04
3.104439136204749372e-03 1.706554753228504417e-01 7.375176012481016841e+00 -3.835006919957631086e-03 -2.275818700819866856e-04 -4.067107568368899398e-04
-4.312775710480703378e-03 1.564881955888838549e-01 7.375560247835437622e+00 -3.952379045603647383e-03 -3.448083640782438402e-04 -5.190525552558758818e-04
-7.597942676143721631e-03 9.261764177276635146e-02 7.377858281525989881e+00 -4.366975222866664730e-03 -4.605795305706941734e-04 -6.035896651345939654e-04
-8.888660018190127840e-03 7.871848300773233442e-02 7.391500476464858416e+00 -5.283721233215187517e-03 -3.287230035276063247e-04 -4.685323148913184436e-04
-9.955233029924950502e-03 7.991531984159552793e-02 7.415265369066592172e+00 -5.959345681316854937e-03 -6.544051272480938368e-05 -5.017483637863030506e-04
-1.126911587815109840e-02 7.932341232980856527e-02 7.418889504633314758e+00 -6.164636328987511092e-03 1.255235815694214158e-04 -9.672676481393238483e-04
-1.301578879401471718e-02 7.699209983287308434e-02 7.420919237719779460e+00 -6.108141497468845722e-03 1.295637039252618499e-04 -1.186820024924989045e-03
-1.492250219119482108e-02 7.438821200167243519e-02 7.424195346602354917e+00 -5.495258501102177374e-03 -5.542564301626151234e-05 -9.065276220367994185e-04
-1.698860400720227440e-02 7.145610084551513863e-02 7.424296782168083197e+00 -4.557350629768431791e-03 -3.999402031111398280e-04 -1.340305334324151448e-04
-1.930328426505694556e-02 6.796326617611941900e-02 7.424434254952951839e+00 -3.526319424684179298e-03 -9.402013584596028133e-04 8.657693910321789246e-04
-2.167384428927828996e-02 6.445671074420733504e-02 7.423963605401520560e+00 -2.476704567569137667e-03 -1.370474206955557290e-03 1.575371417153389629e-03
-2.401903529953101565e-02 6.066015898052733168e-02 7.422677693991234449e+00 -1.571907675724416951e-03 -1.685990196942474106e-03 1.744043455149044998e-03
-2.620603225918423373e-02 5.677362894560278317e-02 7.420542664050269188e+00 -8.343612118567170005e-04 -2.180167732091198643e-03 1.313355091322597696e-03
-2.828520120990611272e-02 5.273463861348178655e-02 7.417634313875415053e+00 -2.331967082960167493e-04 -2.464414026345163738e-03 4.763365617308217437e-04
-3.028057824378359644e-02 4.873839325585478666e-02 7.414092530316181318e+00 2.151738235803077738e-04 -2.381621780976958449e-03 -3.797346040617506592e-04
-3.214294727630944565e-02 4.478000132159511842e-02 7.410106299707126531e+00 5.702783835293120593e-04 -2.036635320111660884e-03 -7.843164837919232605e-04
-3.372872838127227019e-02 4.085185397599747081e-02 7.405891734640222879e+00 8.349434925790599977e-04 -1.624423296014290176e-03 -4.264358909408784925e-04
-3.502181484226500607e-02 3.700959568715529724e-02 7.401675565256930156e+00 1.070043562785995229e-03 -1.429297623313561735e-03 5.472546367655348881e-04
-3.597266594376401228e-02 3.331419495342495540e-02 7.397682445782221450e+00 1.219103487118589849e-03 -1.395635463764017311e-03 1.509228507787204691e-03
-3.655460829545834067e-02 2.991538568162231335e-02 7.394099215305619310e+00 1.341616631220045319e-03 -1.583821259926766322e-03 2.044866359048074476e-03
-3.677905586683711397e-02 2.700849976254901530e-02 7.391067980868673004e+00 1.457434785758463360e-03 -2.208423064015608943e-03 1.913914958211682593e-03
-3.669868064768047611e-02 2.476921434263318691e-02 7.388680244473408543e+00 1.399333871138512889e-03 -2.789745567239033247e-03 1.148943307826698953e-03
-3.635506631074830741e-02 2.344007883750739984e-02 7.386965334424832719e+00 1.173156318310589544e-03 -3.152168569816909266e-03 -1.153307468893427674e-05
-3.564939654218272219e-02 2.307636051492291743e-02 7.385901095394057592e+00 8.007938518987038710e-04 -3.541242470162386455e-03 -1.180395308272733611e-03
-3.443308435570499593e-02 2.364225969627853363e-02 7.385427948257030195e+00 3.196705619320679148e-04 -3.502052489449091355e-03 -1.795467947516887243e-03
-3.271628154581841114e-02 2.514350735318413715e-02 7.385466899185969325e+00 -1.481117953651435708e-04 -3.207533256037354338e-03 -1.668838793732848290e-03
-3.059837532116609776e-02 2.749899987701432194e-02 7.385938520096109627e+00 -5.011438366294190729e-04 -3.017116649546831928e-03 -9.627406425050561182e-04
-2.827604930879856066e-02 3.064201021234146116e-02 7.386774838058138393e+00 -6.177128512347419527e-04 -3.164938092824456841e-03 4.905574008401511910e-05
-2.586308942416154499e-02 3.434721550425431924e-02 7.387928409328795354e+00 -3.424838732326032859e-04 -3.876056433886403488e-03 1.093780236494716531e-03
-2.342686235937315245e-02 3.834364962345912509e-02 7.389371315594416068e+00 3.450790514065941311e-04 -4.335280259708719323e-03 1.820362764800174862e-03
-2.106907855709110391e-02 4.246097619720128058e-02 7.391094687825191301e+00 1.327963774592332913e-03 -4.553845700097760955e-03 2.144779501187621656e-03
-1.881646635949777227e-02 4.648724743904342899e-02 7.393103602857118872e+00 2.357458666244185465e-03 -5.091050550708769995e-03 2.235634904196371221e-03
-1.668522919496882168e-02 5.018311751232678447e-02 7.395400631829692983e+00 2.757117381068704704e-03 -5.130126395603180900e-03 2.220390426129725727e-03
-1.473167200506368159e-02 5.343282700740146357e-02 7.397985130510993379e+00 2.406982077057833423e-03 -4.477414768332533754e-03 2.232727090504627119e-03
-1.303392807471112289e-02 5.614194276210972973e-02 7.400838390203928974e+00 1.666336967240245395e-03 -3.560703205147021898e-03 2.309577232952288259e-03
-1.166522452145879810e-02 5.835585844417259804e-02 7.403907237571426769e+00 1.134760432953134781e-03 -2.233011062214921606e-03 2.243930256531216725e-03
-1.061662676148142533e-02 6.008168580128352837e-02 7.407105927946300739e+00 1.403826748958889644e-03 -5.015259740409753249e-04 1.885069524065312915e-03
-9.811304174749404042e-03 6.133689212365640159e-02 7.410310663039481049e+00 2.355617792953464129e-03 1.151542490613194358e-03 1.247782386246731878e-03
-9.184125961293622409e-03 6.225639209030062182e-02 7.413364444125223329e+00 3.487914104592263614e-03 2.452644638255212922e-03 5.221000855048529322e-04
-8.639622167796890545e-03 6.295498539107328984e-02 7.416089226736330531e+00 4.354254632143689935e-03 3.604000842408363117e-03 -3.616730038660711643e-05
-8.130515070759710208e-03 6.361647568837992817e-02 7.418294811116094678e+00 4.140698896102267858e-03 3.844867037792634550e-03 -2.743897693468584555e-04
-7.586913812518298987e-03 6.426068712922297643e-02 7.419803762546300696e+00 2.686952697246252752e-03 3.166997524825056198e-03 -3.051199728195115417e-04
-6.938020879344867359e-03 6.487100609054738398e-02 7.420468401965570671e+00 6.598419022466831679e-05 2.144163664559634030e-03 -5.542743121269164347e-04
-6.147325120124671853e-03 6.552992451547570707e-02 7.420190521501280223e+00 -2.731847352376609583e-03 1.137149618677612455e-03 -1.230187640598436050e-03
-5.080745144125026376e-03 6.624032788131212213e-02 7.418921509918081192e+00 -4.824038023407035969e-03 4.249124650443138218e-04 -2.308858839516732611e-03
-3.512483786405477901e-03 6.694265454004894034e-02 7.416674949946410855e+00 -6.055176756791012457e-03 1.875465497971664760e-04 -3.710786150685557554e-03
